review,rating
this game is best for all mobile but my mobile name is redmi A3x,4
the game is very time pass,5
this game is amazing and super game 😍😍😍,5
Interested,5
As a i og Player love this.,5
"Play store most popular and famous, downloaded game most downloaded game in Play Store try this game one time this game is very very good graphics quality. It has 1 billion download try this game one time",5
fact --- police man does not become slim after running a lot of miles 😂❓,5
very good game there Subway surfers,4
"“Please add Islamic events in this game that people will really like. But do not include the Kaaba or mosques, because making them in a game could be disrespectful to our religion, Islam. Event ideas: 1. Jumma Mubarak 2. Eid ul Adha 3. Ramadan 4. Eid ul Fitr. Please add all these events in the game, but keep in mind that there should be no disrespect to Islam. If you like my idea, then please add these events to the game soon.”",4
best offline game,5
"I haven't even installed the game yet but I knew it is an amazing game I really appreciate games like this , it releases stress and pressure you should really play this game♥️♥️👑👑💯💯✅",5
very nice game,5
this app is very good,5
It is a good game to be honest 😁😁😁😁😁😁😁😁,5
very best and beautiful and strong and good very good very good very good all game is bad but thi gae is good,5
this is the best game,5
it's a time pass game,4
"I like the game just because we can play it offline and my high score is around 1,000,000 and I suggest you to play this game",5
old memories ❤️,5
good game love playing it,5
I can not watch any ad.. i want to watch ad.. what should i do?,1
"very nice,relaxing game and you can also play iy offline i will always love subway surfers",4
this game is bad my google account was gone after the update fix your stupid game bro only my FB account does not lose but my google account was gone you should fix this in the next update,1
5 stars cuz its offline and honestly very fun,5
i learn too much about this game 🤪,5
this game is cold good to play offline,5
"This game is really fun and it helps me calm down whenever I'm stressed out, I think it's an amazing game and I'm happy it's also an online game because sometimes I go out and I have nothing to play, it has great characters and I'm excited for new updates and items that might come in the future",5
this game is so fun,5
l am kousar and this is super game,5
you game is impressive,5
its so good i got high score so fun play it now,5
so interesting game nice,5
good game for subway surfers,3
Subway Surfers it's has an issue I run over of 9m+ but I'm not among the top runners check it very well and update the issue,2
I cant join with wifi on it keeps crashing,1
very nice game ever,5
"I lost my subway account, all the progress I've made gone .., almost 2 years of progress gone .. I keep seeing my achievements and trophies on my Google play account but can't access it .. it just keeps on starting as new game .",3
veryy godd game i love this ✨,5
I really love this game. you also must try this game,5
So last week I won the championship medal but it didn't get added to my score....this is the third time it's happened....I should have 82 not 79.....talk about a swizz... not nice. Can't see how they can help.... couldn't help before so don't think it will happen.,1
It's so surprising that this is the only game in my phone it makes me happy and I feel like a champion because of my highscore,5
"it's simply a good endless runner, one of my favourites",5
i am a pro in this game 🎮🎮,5
this game is very good 👍🏻 👌🏻,5
"Very nice game, full of surprises, cool and creative.😎 👍 It's just you have buy most of the stuff to get it.",5
I think this is best game available in Play Store it is very good game I have played and this is best running game download it and play it now thanks,5
is fun,5
fun game to pass the time with,4
This game is enjoyable to play,3
I am very impressed that Subway Surfers game developer care there users in update and on smoothness of game or in the other things,5
it so Joy full game play with 👌 .,5
I like this app even in my dreams,5
"i need Ads back,I can't access ads even when my data is on",1
the new show down event is very amazing i hope it will be a permanent mood soon please make it available to play with friends 🤧,5
it'd super nice an d onr thing they csn do is destrubute some charecters,5
old subway surfers is better than this,5
I like it I just don't like how you don't get free chances to play again,4
goated game,5
It's Fantastic.,5
"This game is very good, I hope you like it too.",5
Actually I had born in 2010 from my Age of 5 years I'm playing Subway Surfers Game till now also I'm playing,5
it is a very . amazing game 😀😀😀😀😀,5
a great but a few ways to earn Cains in game but it deserve five,5
l love this game no ads,5
this is so fun and I personally love this game so much LOVE THIS GAME,5
it was so interesting to play every day and you can do that race to offline,5
Amazing and refreshing game.,5
it's nice ☺️🙂☺️🙂☺️🙂,4
it kept making me die with no way to askape.,4
It's a good game but not so interesting because you need to get this and that and please give us a update with more stuff,4
it's amazing 10 out of 10👏,5
cool offline game,5
"A great game that still going.. barely. Back in 2011, I played this game every day collecting all the Boards and Surfers, I also did it with £0 spent which is a bonus because most games don't let you play fully or make it difficult for you to play without spending something like a subscription! I still enjoy this game, even though it's the same thing over and over again, its still weirdly entertaining and addictive. I used to play 5 hours per day and now I'm re-living the past to enjoy this!",5
good 👍 but way to pay to win and it would bug out to much and good for not paying for a games fr,3
absolutely..THE BEST GAME!! 🎮 💐,5
it is very good when playing,5
"The game should have a two player, multiplayer online version where u can play with ur friends online I hope for ur update like very soon Thanks",5
awesome more realistic play mode together with the applied physics movements,5
Cool Game,3
it's too fun,5
good game very but it was better before,4
I think that this game is amazing but the ads are annoying;-),4
This game is the best and most likely I will be play this game,5
it's way better than back then they added more stuff and ya it's pretty good,5
your game sucks pretty much everything costs money,1
Very good 10 Stars,5
It's a very good game for offline because this game is multiple places and events,5
it awesome and the best game,5
this game has a bad backstory,4
it's probably the best endless running game ever made,5
really really interesting game,5
I love this game 💗🌷,5
a grat game exept that alot of the characters are money,5
love the new multi player featc ers,5
"what a nice game, if you want to time pass, you afford it",5
since I updated the game to Ireland Easter it keeps crashing when I'm on wifi,3
I first played subway surfers on mom's samsung galaxy phone when i was like in lower elementary earning surpises and the character profile like it will be my childhood forever..Man can't believe it like 10 years,5
this is the good game,5
it is very entertaining game 😄🎯,5
the best and nostalgic,5
good app,3
Best game I ever played . For children or adults it is the best game . It unusual feature makes it different and so good .,5
I love this game 🩷,5
"Lost all my progress because of the stupid update, I would give it zero star if I can.",1
best game played 👏 👌 🙌,5
I think you give me for free,4
I love this game it is so fun,5
"it's the best ,it doesn't contain ads.",5
the best it helps me calm down because of its fast levels of racing it's just the best game ever even if you don't have internet you can still play,5
We can listen to songs on Spotify without getting disturbed by ads while playing this,5
super good game and one of my favourite games . I'm supposed to play this game offline but when I play an online game it gets too cool and good. I also like to play events that also get too interesting to play and the super good characters are available in subway surfers.,5
Omg one of the best game ever when I'm bored I play it 5 stars 😘😘😘😍,5
The best and greatest mobile game,5
so fun game who made this I'm rating 5 stars to him,5
Best of Game,5
this game is well but after sometime it is so speed 😶,4
its really good,5
I like this game but their are very much ads and I don't want to give extra money for it,5
cool great 8 like it i will play whoe night,5
good experience in gaming,5
I have played this game since I was 2 years old i enjoyed it so much,5
the bhout mast game ha,5
you did not necessarily need Wi-Fi or internet to play the game it is fun for when you're bored and you have nothing to do thank you.,5
"Great game from my childhood, and I absolutely love it and hope that this game always stays alive.",5
this is the best experience that I have ever had in a great way to relax Myself Its good,5
I like this game,5
it is best to play when stressed,5
awesome perfect amazing,5
"I love this game ,it gives me so much joy it is very much enjoyed when releaxing",5
I like this game so much it's very fun to play ☺️😊,4
the best game I ever played best game 🎮 you played without internet and millions of people tried this game,5
it's nice but sometimes when I re enter the game all my data is gone like the game resets itself.,3
"it's too good game ,I am suggesting to play ofcourse. T best game in offline .",5
its so good and I'm so boring but when i play this my boring is gone,5
"Used to be so much better. Why did they change the way you select boosters? It's so annoying how it is now bc when you press it, it automatically gives you three. Also, why is it that I can only claim one prize for the update at a time? I have enough event coins to be able to claim all 30 rewards, but no. I have to wait a whole day just to be able to claim ONE more. And I have like 15 left to claim when there's only 13 days left, so I won't even be able to get the final reward, which sucks.",1
very interesting game and good graphics,5
I realy love this game,5
very good game 🎮🎮🎮🎮 like a this game,5
Maked my childhood still plying,5
thistle is a lovely 😍 app,5
I hit a million,5
it's the funniest game,5
a very good game buh their update is too much try to reduce ur update,5
this game is very fun is a absolute 5 star⭐,5
Why don't you guys make BTS characters 😭🙏,4
it's fun and almost impossible but my highest score is 6634,3
I love this game so much best game for time pass,5
"I actually like this game because at the start, the game is a little slow and after some time,it becomes faster and I am not complaining , I am saying that this feature is so good 👍",5
"This is a game, I have been playing this game for 9 years now. Till now this is the best game I love this game 💗",5
the game is very good to test your reaction time and your speed try it onec,5
"THIS DOES NOT DESERVE 5 STARS!!! IT DESERVES A MILLION!!!! IT HELPED ME FIND THE CURE FOR CANCER, THANKS TO THE DEVELOPER OF THIS GAME!!!!",5
favourite and best game ever🌸,5
this game should continue offline,1
"EDIT : Cool, I noticed alot of changes. Now I get Ads because it's important for me after all. Now how I used to get Ads Now it is back again!! Thank you for fixing the issues and I hope in the next update the Ads glitch doesn't happens and I get Ads because I need it.",4
the best game ever so fun 💯% should play also free,5
it's a really nice game with and very much event I like it graphics and everything else are so good I hope that they make changes in the future and hope that they will make at the best game.,5
this game is best game girl boy all play this game kids also play this game thank you for making this game thank you so much 😁,5
"Hello guys, this is my father's phone and my little brother downloaded this game, I didn't know what kind of game it is but when I played it I love it💕",5
This is beautiful and my favourite game,5
it's super fun and no ads and I'm super happy that they made it more happy,4
this game has good graphics and can make your childhood better it won't show you to connect the wifi to play you can do it anytime if your annoyed from the ads 🫪,5
very nice incredible,5
the game is sooo very good good job,5
My entire childhood 💖🫶,5
past 3weeks I'm getting gold or more than medal but it wasn't updated in seasonal quest still this week also it is showing same,1
Subway surfers is a wonderful game designed for kids and adults ❤️it has many features like character ✨Costume 💌 Really I am glad to play this game 😍 𝐓𝐇𝐀𝐍𝐊 𝐘𝐎𝐔 💙,5
I totally love this new update!!!,5
Because its so god to play when your bord,5
I love this game... and I play this game last 5 years,5
good and bad subway can you please get rid of the timer for the egg thing the timer is so long and I will never get bunny Betty please please I am a really big fan please get rid of the timer.,4
"This is an fun,daring and good game.",5
this is my childhood game,5
it is good and nice because i will playing it all day,5
Played this game after a WHILE ABSOLUTE NOSTALGIA,5
I like this game and I don't mind the ads except the doordash ad ii is every time and long put other ads in besides just that one or I may delete the game,3
This game is classic I love it,5
oh boy the best and coolest game ever,5
it's so good,3
"it's awful and discouraging, I changed device and when logged in with the same play game account all my progress were no more, I have lost characters, boards and my maximum score multiplayer 😭😭 this make me sad enough to quit playing it anymore.",1
this is a very amazing game 🎯👏,5
I wish I had his game to my self alone and I am in love with the admin and the game 🎮🎯,5
"I love this game you can add friends and battle and, runaway from the police Great for long car rides!",5
I love this game but after recent updates we cannot see missions by clicking the pause button while playing. Instead we can only see quests mission. That's why we cannot check the next missions set while running I'm requesting subway surfers that please bring back this option 🙏,3
This game is still fun. I just re-downloaded it to relive the memories I had with this game in my childhood.,5
this game try to steel our data in google drive it's too much unsafe why we let it to see data in our drive it can read and write we aren't stupid to gave you access,1
AMAZING! That was my first response as I started to play the game. So many different things to do at different times of the day and year it's truly a iconic game!,5
always love your games,5
Best game to play at your leisure 💖💖💖,5
The game becomes more fun when you make your first recharge because the ads literally disappear.😊🫢,5
this game is so cool,5
the event want to come by not using internet,5
i would say honestly I think game is good but game music is not good i love the game old music more then new one,5
love the game,5
Love the game,5
My name is shatakshi Choudhary and I am playing this game since 2018 always when I open my mobile I see this game and start playing . I did not get bored while playing this game. I enjoying game and it is very interesting and peaceful for me . I will give 5 star to this game,5
class game good as it gose on forever but a tad to many real money adds would reduce thises but overall I like the game 👍🏻,4
it is fun,5
This game is amazing,5
love this game so nostalgic 🫰🏻🥹,5
Please the hunts gets over early you must wait for at least 1 and half months,5
"I'm playing this game for more than 6 years but now I'm irritated by this bug ""when I try to jump while I'm in any ramp my jumping ability is disabled at that instant once I do roll then only I can able to jump again"" I'm waiting for this issue fix for almost 5 month. but none of the updates get this fixed!",1
Very nice it's so fun.plus it's online.if subway surfers replys hi love your game pls in your reply add an 💕 for me too see if you replied,5
Very amazing unlockibg new characters is fun and tge eastrr update is so good also the events are good too,5
bast game no adds or I love this for my child hod,5
Best game ever in my life No complaints,5
I downloaded because of admin of games insta account told.he is an 🐐.jak🥰,5
"There is way to many ads and hidden ads, and punches for micro transactions. Also, in game currencies missing when changing phones",1
I really love this game 🎮,5
its best,5
This game is so premium,1
best game ever played it since I was 7,5
this game is so nice but subway surfers is there an ending to this game,4
I LOE THE MILLIONS OF CHALLENGES THAT I CAN CHOOSE FROM AND THE STORAGE EFFICIENCY IS TOP NOTCH😄,5
it is so fun and i strongly suggest it! it has so many levels and seasonly challenges and i love it and so do all of my 26 grandchildren,5
it is interesting game 🎮,5
"super fun and when your road trips, you got something to play with and it doesn't need Wi-Fi.",5
amazing love the game it just the only thing I don't like is I can't change my character,5
I love this game,5
"i've been playing the game for about 10 years now. this irish season i was playing and then i decided to update since it was showing on the playstore that it can be updated. so i updated. after that, all my progress from the irish season is GONE. you know those new hoverboard you get after signing in for 20 days? i sighed in for 19 days! it was gone! i was at 24/29 on the floor is lava and it was gone too. i finished the reverse challenge and the soda rush and had finished 16 of the main event.",1
the speed is being increased in less time,4
One of the best runner games ever. Graphics are great and controls are perfect! The childhood game🥹,5
I am big but I always like subway sufers,5
it's a good time with my friends are saying that I have a great time with my phone📱,5
"I have never got so mad over a game until now, not only does the progress not save after dying but the amount of ads is enough to make someone uninterested almost immediately. terrible app",1
It is good,1
this is a good but why easter,5
this is good,5
this game is to interesting and and great,5
good for kids for entertainment purposes,5
Complete 30 missions and claim super mystery,5
update is not gud,4
amazing excellent my favourite game,5
good but not come ad i need ad for reward,5
playing no coin is the most entertaining thing in this app,5
this is a really nice game forsure it doesn't have many ads love it it is so amazing,5
"this game is so so nice . I like this game . not only me my brother ,sister and my friend also like this game.",5
mind-blowing game,5
best to speed up concentration,5
that game is my childhood game and always remember my childhood that the game I played in my childhood,5
this game is so beautiful game,1
Ads......??????,1
I have been playing this game since I was a kiddo,4
I believe that subway surfers is (stop running until you reach your goil) I know it's not on education,4
The best game for me!,5
this is mind blowing game I love this game 😘😘😇,5
best of best,5
it's really fun !! for sure recommend I used to play this when I was younger😭,5
"I love this app so much and can get quite addicting. But one thing I don't like is how you can't recover an old account easily, I would like if it added where you can get your old accounts back. Another issue is sometimes there is a slight lag and it causes me to hit something in-game and I have to restart the run again.",3
Subway surfers is the best game please trying,5
I like this game,5
This is a very very good 😄👍 game 👍 and i love 😘 it ☺️🙂,5
this game is the best,5
it's fun and stress free game i like to play this game and i like it's sound quality too . it's a good game for those people who wants to play games for fun and spend free time without any stress and agitation. i recommended you all to play this game and enjoy your free time and last thing this game is offline so you can play this game anytime and anywhere without any add,5
very good game. my favorite game is subway surfer👍🏼👍🏼👍🏼,5
it is so fun,5
it could be more better because there is no other to do only we should run run run,1
very nice game,5
really fun,5
"complete waste of time in certain games points won wont be added even if you go through support and show there mistake , as long as youbplay the game they dont care if there games are fair or not",1
it's very good game🥳🌜🌛😚😘😇,4
I love It that whenever I want to play something fun I play this and I get so much fun and mad at the same time but I love It,5
