review,rating
I love this game so muchhh🥰🐾,5
I like this game soooo much I need this,5
I want meow skin free,5
dont give too many keys. is unlimited,4
it is really amazing,5
Its so good...but sometimes it shows gifts..but when I check.. Theirs nothing.. 😑😑😐😐,4
nice game bacchon ke liye perfect mujhe game bahut pasand hai net free game hai,5
it nice and those not use data,4
Best offline game in opinion🫳,5
the game my whole family loves and plays from our prime dyzz!🤍,5
OLD is GOLD . . . . . .,5
is game so amazing and Jack is very fast and Chacters So amazing oh my God is game Showrace oh my god guys is try,5
the game is vary very nice ❤️❤️ My years is game 21,5
I love this game,5
New things arrived u can play with other players too I like this 👌,5
FIX YOUR GAME I CAN'T EVEN WATCH ADS TO GET STUFF BECAUSE IT SAYS CANT LOAD,1
"This game has over 5 BILLION downloads, that should say it all",5
can they add JJK characters pls I've been waiting for that kind of update,5
A Good Nostalgic Game,4
very good game to play when we are bored and when w e don't have internet,4
"This game is very nice I have been playing this game since my childhood, and I'm still not bored of it."" please Collab with BTS ♡⁠♡♡",5
Its a very fun game.My entire family play this game.We all like it.,5
Best game to play in the toilet in my opinion,5
i like it very much when I was stressed so I play subway surfers and my stressed is gone.,5
very nice game,5
death after 10s of millions aint fun.,5
hi guys this game is graphic game most people use the game so it is usefully😊,3
simply good 👍😊,5
this game is youina,5
subway surfers is an offline game and there are 1 % chances that you get bored 🥱 because it's give you many things to experience like it's take you to at sky.,5
this game is good for me,5
Great,5
this game is too good 👍😊😊 I really like and love this game.,5
we want old music plz subway surfers plz old music and I give 5 star's,3
"app is good but EVERY SINGLE TIME when there is a season hunt (easter egg for example) YU CANNOT COLLECT IT FROM A TRAIN.. lemme elaborate, basically everytime there is an egg on a train and you have to jump to collect it, IT DOES NOT JUMP and it's literally only for this... egg or lik the sodas (soda rush) IT DOES NOT JUMP and this is only on a train too everytime, esp when yu get on a train too but it does not jump.. PLEASE FIX THIS",2
i love playing this game it's very intersting,5
cool,5
This s game is literally fun for kids,5
Bestest and a very nostalgic game,5
very nice app,5
best game bro SYBO is the best,5
experience was good....but...abb game chl hi nhi rhi...there is some issue with game...,5
cool game 😎😎😎 you good 💯 my love is my love 💓😘💓😘 love you too baby,5
That's a really really good game it's my one of favorite childhood memories,5
very very beautiful game,5
this game amazing,5
"love this never gets boring, even works offline ❤️",5
"Hello SYBO team. Love Subway Surfers! Please add more creative maps like Space 🚀, Underwater 🌊, Jungle 🌴, Cyber City 🤖, Desert 🏜️, Volcano 🌋, Snow Mountains ❄️, Candy World 🍭, Haunted City 👻, Sky Islands ☁️, and Ancient Temple 🏛️. These would make the game even more fun and exciting. Keep up the great work!",5
it was good !,5
It's a amazing game and this game will be never bored,5
its fun not to hard,5
very nice game,5
I love this app it is amazing,5
I love it more run to play😊,5
"love this game, it really helps reduce alot of stress and helps distract me in high anxiety and stress situations.Even if im bored at home it really helps as just something to play whenever really. And they don't even force you to watch ads unless you want too for a reward.And iv been playing it for years.Best game on my phone rn lol",5
perfect for long rides,4
beast game 🎮 my feworeat game,5
it's amazing game I love it,5
this game is so awesome this is the first game who is very smooth I love it so much 😍,5
"Almost 5 years of playing Subway surfers, visiting a lot of countries like world tour, having different surfers around the world but it's too boring to always visit places like tokyo, Oxford, Greece, USA, and so on. I want a new place, we want a new place like fresh on our eyes, like the Philippines, Belgium, Russia, and so on, also we want extraordinary surfers like Fair, Angle, and different kinds, but for me the place I want to see in the game was Philippine, I want to see a pinoy surfers.",4
this game has such a great gameplay and relaxing whenever your stress about something,5
Its so fun and so easy to play this and have characters and boards Everything is Detail Characters and Boards,5
"it's fun and entertaining, able to be played off wifi! And you can connect with friends. Also you can race, which I think is really fun. I love the upgraded version, with new fun characters and themes, like Easter!",5
Game not loading...Game gets stuck at 84% loading,4
very good game to stimmaxxx on if ur not buns at it nobody can top me on this game but yea keep playing it so they can update this more,5
"One of my favorites 😍 I love everything about it, the coins, the hover board, etc",5
I love the app,5
fun loveable app should download,5
"The game is nice but i'm taking away 2 stars because the audio has a bug, after an ad (mostly forced ads, drop those please it takes the fun out of the game) the audio is muted. I have to quit the game and reenter to fix it. The powerups don't stack, it'll be nice if they stacked.",3
yea it's me again and yetmthe game won't install like it hates Samsung tablets,1
"After updating it, all the coins and keys disappear and I have to collect them all back.",3
nice game it's generational the updates just keep getting better and the showdown launch made it even more better. pls can they like make showdown races longer and more race courses for the showdown it will make the fun last a little bit more longer,5
i forgot this game existed yay i hopes dat the normal backround music comes backs and maybe i can changes it in da da settings idk but after years coming back to subway surfers there are so many setting covering the screen,5
I really love playing subway surfers it is a very challenging and fun game to play everyone needs to try it,5
is nice game,5
Good way to pass your time when you are bored,4
very nostalgic game. btw forgive me for playing the game using mod apk,5
It's really fun and it's an offline game,5
one of the best game to be created and still the best for like 11 years,5
"I have been playing this game since when i was 2 and it helps me relax my brain and I also love Jake the play in the game I am proud of sybo games,they even created a game where modern one person can play,pls always rate them 5 stars★★★★★",5
cool,5
love this game,5
this game is actually not bad at all,5
it's a good game for timepass and its also good for kids like this game has everything that you can imagine 🙌🏻 😀 💙 i like it I gave 3 star and I didn't give 2 because of this game have so many purchases you have to purchase a avatar. if this game has a system where u can buy every avatar with game coins that would be so good!! I really wanted to give 5 out of 5 but I can't because of the purchases that we have to buy for smth good avatar so it's kinda good game. and I think its kinda bad to,3
best og game since childhood,5
"This game is good, I can spend time with this game",4
I like the game 🎮 it is very nice game,5
The game was so good and funny.But the ads are so many in the game.i guess the game is better than subway surfers city.,5
how many games i like it is one of them it is is a game of legend i like it very much,5
exelent very good 💗💗 I AM IMPRESSED 👍 THANKU SO FO YOU SUBBAY SURAR,5
"nice game, its trending btw",5
"In the game I have scored 11,110,000. The score is not showed in the top run. What's the problem?",1
this game is a best game for motivation and new destination excitement,5
"This game is great. I love the graphics, movement style, and that you can slide and dodge trains right at the last second. This game is fire. No chat, very safe, and no violence.",5
been with this game since I was a kid,5
this game is really best game love it 👍,5
itss nice,5
Timeless Classic,5
best time pass game,5
good and peaceful mind set bro's game,5
this is a kid friendly offline game with no ads depending on your phone includs Lots of cool characters and I definitely recommend this type of game for people who have anxiety or depression .,5
Subway Surfers is so much fun to play,4
THIS IS MY CHILD HOOD BRO,5
deter than most running game's.,4
its boring but its cool ig update you should make the app go back the og theme after the event cus i would LOVE to listen to the old og music,2
It's a simple amazing game 🎮 👍,5
It is an old emotion but not now 😭😭,4
I like the new features of raca it great,5
subway surfers like love,5
honestly it's my fav game,5
its very comfort and kind relaxed game love it,5
a fun game and we can play it offline and online also as we want and this is available for all AGES I love it and after update it has very new features you can try it is a very fun game. thank you everybody. bye-bye,5
The best,5
I like this game,5
"This game will always be the best game for me. it's where I started and in my lowest, it's where I come to feel comfort and love. please never let it die",5
over all is good nice game,4
"it's an amazing game, I have known this game and has been playing it since I was a kid and it's a really stress free game",5
"YOU NEED TO ADD A SENTIENT TRAIN WITH ARMS AND LEGS AS A CHARACTER, RUNNING ON OTHER TRAINS. IT WAS REVEALED TO MY WIFE IN A DREAM. And make a board that's also a train, or just the train character folding itself in half to use as a board. I'm definitely not delirious at 6am playing Subway Surfers.",5
Not really nice but a bit like a picnic,1
Lotts and lotts of fun and pleasing on the eye .,5
that song is not good,4
Very nice 👌 and addictive,5
not good but not bad,4
"I give the two star to the game by this cause there is no option of messages to talk with friend but the game has very good This game, which is not worthy, is worth five stars, but I am not giving it for one reason, because there is no place to send messages in it. Please, the company should include these messages in the next update.",2
I don't find any ending,1
pichakontla game waste puku game idhi,1
I like this game very nice,5
it's good and I got addicted,5
do you like the game,5
they don't give me every gadget I eant,5
its very good :) and moreover it can be played offline tooooooo I think it has nice objects that's it,5
This game hits both the vibes of memories and hyperfixation,5
i love the game so much. The events are sooo exciting . overall the game was soo good,3
best game like I lovee it. when I wasn't even born my father and my mother used to play this game and now I play it,5
wow this game is so amazing this my favourite game,5
this game is very very nice its awesome this is also one of the best game that I have played,5
It's fun,5
I didn't try it but I feel it,5
it is a great time killer,5
this is yarry good,5
I love this game you can play with or without WiFi and there are no adds!,4
best game ever and relaxing game,5
Why I wasn't sent Rosalita in my mail even though pre registration community goal reached 25 million? Send it to all of us for 5 stars! The event ended but it's unfair I really wanted her because of her unique art style. Edit: Can you please send her to everyone's mail?!,1
I love this game soooo much,5
i love this game since i was a kid,5
looks rad 👌 I love this game,5
ONE OF THE AWEEESOMEEEEE!!!!!!!! GAMEEE WHOAHHHHH!!!!!!!!,5
this game is really fun thanks for the game,5
it's so fun you guys have to try it,4
whenever I play this game my mind relax,5
Very interesting game,5
BRING BACK ZOOBE!!!! WHO EVER WANTS ZOOBE TO COME BACK SAY IN RATING BRING BACK ZOOBE!!! AND ADD THIS TO UR RATING IF U WANT ZOOBE BACK #BRING ZOOBE BACK! FYI CREATORS PLS BRING IT BACK THERE ARE SO MANY LOST MEMORIES ON ZOOBE MAYBE U CAN MAKE IT POPULAR AGAIN!!! I BELIEVE IN YALL🥰,5
"playing this game from childhood , this game is absolutely amazing for me and nostalgic ❤️",5
it's cool,4
i used to play it back then and maybe everyone played this game since the iphone 4s and 5 were released😊😊😊😊😊😊,5
it's a very good game it works with out internet and it's fun to play. you can even challenge your family or friends,5
Very fun game. Haven't played for a while and a lot of great upgrades. Kind of wish it was still the same but now there's more to do and more characters. But overall very fun game would recommend to anyone! 😃,5
Daily quest completion problem. The seasonal quest of collecting a gold medal or higher in not achievable. something is wrong with that otherwise it's a very good game and by completing daily quest we are not able to collect 5000 sneakers token. Kindly fix these issue.,1
"Subway Surfers is not just a game for me, it's an emotion ❤️ The game is very amazing. Its graphics are great from start to end, with smooth gameplay and colorful environments. Every update used to bring new cities, characters, and boards, which made the game even more exciting. The character Jack was my favorite character. I used to play every update of Subway Surfers. Completing missions, collecting coins, and beating high scores was always very fun 🎮✨ Earlier, this game was so interesting",5
"lts very funny and entertainment game thief and police game l sooooooo, like it and it's offline game trust me you all install this game that I mean it's Soo good all type people are So like this good❤️❤️",5
Fav app of altime,5
This is best out of all games I like all the challenges anyway this is best for me and hope you will like TRY IT,5
A little add🥲,4
I Love This G@ME,5
because a no free game,3
subway surfer is best game ☺️,5
offline Best,5
this game is the best the updates nice the features nice the characters the best,5
"veteran player here, good updates and new characters that still keep the game alive and feel fresh but making so many things exclusive for money is not what I enjoyed much. Ruined the experience for me overall because there are characters and other stuff that I want to unlock but can't due to the new surfer pass thing. otherwise I would have rated it more",3
The game is so easy and you can play without a internet ✌️☺️,5
It's good for passing time when u have nothing to do. I would recommend this game to be played when u have nothing to do,5
new game Subway surfers city but still legend The Subway surfers game my childhood memory 🥺,5
it was so amazing I always play this game when I have free time,5
best game of the year,5
bro this game is trash,1
old is gold 😅,3
that was a very good game l git many bundles with adds that was amazing their features are great the players and outh fits are awesome,5
this is a fun game no complain about it,5
"game is fun, can deal with the optional ads for rewards, but the forced ads that are sometimes as long or longer than the optional ones is where you've lost me. won't be reinstalling until forced ads are gone.",1
pretty good,4
very good game I play this game for 2 years and a like it so much there is I few bugs but it's good just fix small bugs and can u put brainrots event like ting tung tung sahur and tralalelo tralala. plzz,5
it is fun for all ages,5
super fun and offline such a classic with frequent updates it's fun to play,5
very fun and enjoying game to play on your free time,5
it's one of the best games,5
I am in 2026 but i am back in 2016 i love the game,5
Great. I have no issue with the app,5
This game is justtttt🔥🔥🔥,5
I love the games and coins hahaha! 💀,5
I love this game its too much fun.,5
love this game never change it,5
it's a good game with cool characters,5
good game try this,3
unemployed game detected. but ads. no ads pls,5
When I tried to play next day it was showing that connect to WiFi but I installed it just because when I don't have Wi-Fi access.,3
This is a brilliant game which consists of no ads (it's optional whether u want ads or not)I would say that this is the best no wifi game in my list I would like to share the information about this game subway surfers is good for everyone from age group of 9 but it should also be played in a limit,5
"Hello Team Subway Surfers, I'm telling this two times about in the Showdown event of this new season, the number of trophies remain constant even though I played two times. Is this a cheat? I don't understand why it remains constant and the trophies I've won is not counted! this is not Okay!",1
"It is good and funny 🤣🤣🤣🤣🤣 l like this game because of the game,the surfers and first we play you will give some coins and keys to unlock them all and this game will not ask any money to unlock any characters only or money should be given what we collec and Easter also arrived soon to get the prices and I was excited to give the Easter. it is impossible to get bored as soon as I am playing as one or two or good to play bye-bye.",5
for children,3
what a game,5
myy game is crash for 4 times and i really dispointedd,3
Nice Running Game ❤️ I like this game. thank you. ❤️,5
"the game is good but I'm giving a low rating due to the game restarting and making me lose all my progress (characters , coins , boards etc) even when I'm connected to Google play and Facebook the game still doesn't save my progress I even play online all the time to make sure it restart but still it does this is the 4th time it's happening the last time it did I contacted support and didn't get anyone to attend to me , I just hope they fix this bug really soon",1
hate the update version,1
this is the best game ever,5
it's very nice and also has a lot of mission,5
badhiya sa badhiya game offline and the zoo is right to be there for you are you is 💋 you are I am not 🚭 you 🥺 you ❤️ the zoo is the zoo in the zoo and aquarium in my life 😀 the bank and trust online 😍 you want the same way you I am not Itrust 😍 you 😍 you want to be true and the same time as the bank 🏧 the bank and the zoo in,5
this is a good game 👌,5
it Is very but guys be serious we only use when it's boring but yea amazing game,5
the best game for offline games. if there is no internet and you are bored of other games you should try this. And no doubts about this:),5
this is offline very good,5
the best app very,5
it is a very good game I can't stop playing even the whole family likes it 😍🤩🥰,5
still refreshing,5
fantastic game I played since childhood,5
I love this game,5
this is a fun game to play and funny cool,5
Its actually pretty fun and you choose if you want ads so you really can play without ads if you want unless you want to add multipliers to your rewards.....FINALLY a game that wont annoy you with 1 min of adds for every 2 min of gameplay.,5
nice games in the world 😀😀,5
Thank you for the part of the childhood memories and great experince,5
it's very fun,5
fist I think this is ancool but now I so love this game thankyou,5
"Easy to increase your score, and is fun if you want a simple game.",5
boring,1
"the game is fun and addictive, I love this game, endless fun but there is a problem, when I got back, my progress was gone, I played, but it happened again. Can you fix this?",4
This game is so fun you can play off line to and it is appropriate for little kids 😉,5
subway surf is playing all ages. It's playing very good interesting. viswam neyveli.,5
"it's good I've gotten a high score of 350,000",5
One of the best games,1
this can is really good ican full play this god without network connection is really good,5
it's really great I'm really happy I can play without wifi and it's just really good,5
love all the pepole,5
the activity good game I have ever played my life,1
it's a fun offline,5
It's fun,5
great game,5
"I love this game, this game is amazing. I literally addicted to this game called ""Subway Surfers"". The characters is a bit expensive/too pricey, but it's worth it! because the characters have a unique outfits. It's so fun to play this game! I recommended this game!💗",4
"this game is very awesome i love rhis game ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️ ,❣️❣️❣️❣️❣️❣️❣️",5
hey subway surfers devs so ive had this game since I was a little kid and hav recently gotten a new phone and tried logging back into my old account which had heaps of characters and boards etc but wont let me log back in even tho I had Google play games signed in and all would you please try help solve this as I really enjoy your game and wanna keep playing but is a big let down losing all your stuff cheers,4
best game for time pass....,5
it just the og,5
I enjoyed the game I rate it 10/10,5
it was so much funny it was a crazy king I like it's the world as beautiful game 🎯 1238 I was loving it was a lovely and 500 cutest games I love it the Subway surfers the most face game there was no and there was also some players that have so much funny and funny video new app new awards are available achievement,5
it's fun to play and give you something to do when there's a power outage or whatever you get to compete with friends and unlock a lot of new stuff I really like it because it's fun and so it's fun but yeah I wait to survive doors but yeah ❣️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😊😊😊😊😊 so much fun with everything,5
hello sybo I like this game very much but December 2025 my game I'd is gone I play this game last 9 years 150plus character same have a board if you tell me what happened to my id after this I hate this game,5
i have only three for this game. the best games,5
Amazing for children under 12 years .,4
the best offline n online game ever,5
Love this game,5
it's very interesting 😎🤔,4
I lost my my lost my facebook data accept i connected with it . please help me facebook team.,1
best offline game by far,5
love this game❤️,5
"Subway Surfers is a timeless classic! 🚄 Not just for kids—this game’s fun for all ages.The gameplay is smooth, the art is vibrant, and it brings serious nostalgia. Huge shoutout to SYBO for keeping it fresh all these years! 🙌One tiny wish:would love an offline mode, and maybe ease up a bit on those character prices? 😅 But seriously, love this game to bits! I loved the Brawl Stars update, especially the Showdown! Please do try this game out!💙P.S:Thanks for Introducing Joo Won!Showdown time!",5
love the game brings back old memories of playing it🙃,5
really good game but sometimes to much ads but really good really recommend it,4
Because it is my favourite game,5
this is a good offline game I play it when am bored playing roblox I play with my friends aurevoir,5
one time to play,5
awesome 👌 gaming experience 😎 👍,5
"Its basically the offline dino game on computer but heavily upgraded and update with a high score so that if you have a friend, you can see who will get the highest score.",5
whenever I want to play showdown the servers are not responding why is that?,3
I love it so much play it,5
I am so happy and excited 😊😊😊😊😊😊😊😊 💞,5
it's relaxing and you can play with others,5
this game was very nice,5
Amazing game to play for fun when your board honestly over all it's my favorite offline game.,5
I love this game and when I read the story of this game then I get emotional but I like this game very very much the creator of this game Is op bro,5
For me it's actually the best,3
the best ever🤌,5
one of good game and beautiful graphics and super music and super events colourful events I like it this game one of beautiful,5
If I move my surfer it doesn't gets moved.. bad game,1
It's just fantastic fav game from my childhood......,5
after you reach 6000 without any key or hoverboard or ad there should be a treasure of diamond in a secret place,3
They are nice100000/100000,5
Nicee game,5
This thing isn't downloading. It is rubbish. I hate it so much,1
it's very enjoyable and I love to play this game very much,5
it's game is very good,5
man it's nostalgia it is my childhood games since when i was 5 years old,5
it is easy for kids and adults,4
it is good but you will get bored easily after some time,5
It is an amazing game. There's no need to explain. Just play it,5
Nice game. Really interesting. It can be activate my mind. Thanks for this inventor,5
I love this app. it's interesting and very exciting.,5
I love this game because I don't get bored from this game. this game is awesome.,5
I like the game and it has different places and more difficult like the floor is lava,5
this game so cool and my favourite I like it,5
this is a good no internet and a child game,4
It is a good game for intertainmain.It has to more high score.,5
It was fun and it. was awesome.,5
Omo this game is killing me,5
this game is 10/10,5
I don't know how I explain but I lost my all game progress just because I accidentally started game before logging and then I logging my In game account all progress are started with new game please help me to get my old progress back 😭😭,1
This game is very intresting to me when i am bord,4
-ii love this game,5
love it best game,5
very super game hehehe,5
"this game is rly fun! it works offline, and there's a lot to do. to me, the only problem is that I get kinda bored after playing a lot, but it's still fun. it also brings back a lot of nostalgia because I used to play this game when I was a kid. would totally recommend!!",4
"I dont know why the game crash, the crashes are horrible, you loss every last achievement game.",1
it's addicting,5
it's very cool game 1 problem bundles coins me rakho,1
this game very good.I give 5 star..,5
I love this Game I play it For Time Pas And It's Offline,5
it's perfect,5
I am a Karen and I hate this game it's the worst is so inappropriate and why would I help him try to escape from the police oh my God what do you young kids now want to do this back in the day I was at the coal mines (jk I am not a Karen and this game is so nice to play on an airplane or on a little road trip if the best game and I love how you can get a skateboard this game is definitely a five-star)★★★★★,1
others dont have money to buy things others are kids where would they get money if they are strugling please less adds and use of card money,2
I haven't played this game in years and it's still so fun to this day 😁,5
good for timepass,5
verry fun and cool,5
"Subway Surfers is a fantastic endless runner that continues to shine with its colorful visuals, smooth gameplay, and exciting pace. The characters are fun, the controls are easy to master, and the constant updates keep players engaged for hours. It’s a game that appeals to all ages and never feels dull. However, the World Tour locations often repeat, like Rome appearing again in 2026 after 2025, which slightly reduces the sense of freshness.Add Completely 🌟🆕 locations seen never before.",5
Playing this causes the phone to hang.,1
I love it...it's so nice 😍,5
nice only but full concentration is needed nd we can't lie down nd play this game,4
"this game is so great to the extent of getting addicted to it 😁. but however I have issues when I want to transfer my account from my previous phone to my new phone, despite having link my account to both Google play and Facebook . I lost my account forever. it was such a pain to accept. I was even angry for some months but I still came back later playing it because I too much love and miss the game 🎮👌🔥❤️",5
3.5 theres alot of adds and wait..,4
reinstalled from a saved account and none of my characters or boards that were unlocked are available.,3
I rate this game 5 stars but if there is an option that I can give more stars I rate this game a 100 stars but I wish super runner Jake return please because I missed last time for some reasons please 😔😔😔 Edited: thanks for super runner Jake❤️❤️❤️ Edited on 4 April 2026: where is the show down update for pakistan pls update the game for pakistan❤️❤️,5
love this game played it si ce I was 4 or 5 till now amd I always download this game first you can play online and offline keeps you entertained for so long I basicly play this game over any other game because it keeps me interested and entertained for so long you get to do challenges and unlock new characters and rewards along the way just wish the original ones were free but no complaints because thre isn't something to complain about download it people!,5
nice best offline game ever,5
is advanced and there's lots to do as such as events and you can claim awards but takes alot of GB,4
I love this game because it is offline 😇 And I still play this game I have all the characters 2026.4.18th,5
"I love this game cause i can play anytime anywhere also sometimes ive been having bugs when I try to jump,roll,or go left or right i dont know if my fingers just dont work properly or the game still the game is cool!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",5
it is funny personally to me it teaches me to keep going no matter what u fall play again get up it's a fun game,5
this is a fun game,5
It's a so good game.. I really appreciate this game.. it's been 6 years I'm playing this game,5
great game to play when board ads optional,5
how boats which is very very good I love the game very much,5
love this game I'm obsessed 😍😍,5
This is a very good app we all loved it,4
hibe game,3
Its too cost !!!! and so bad game,1
this is super i love it,5
I love this game time pass karne ke liye best option hai,5
"wow beautiful game is game is so beautiful try this game okay wow super game,👍👍👍👍👍👍👍👍",5
I love the game and the parkour in this game.,5
this is my fav game,4
I want to download subway surfers,5
this good game,5
fun I was motivated and reflex so ya,5
it is good and you can get cool thinks,5
"I'm so glad I have this game. The game had been completely revamped over the years. The new modes are very engaging,and the rewards are very good considering the time played. All in all,a very great game.",5
I like this game very much I in one game I got 3000 coins you can play this offline and online I suggest everyone to install this subway surfers. Now's event is Easter Ireland.Download Now!!!!!####!!!,5
nice game in the world 🌍🌍 💕💕 we love it l like all games but thi is my favourite game 🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮 love 😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘,5
I just love the game.,4
offline but it will be better if you can play with friends,4
some times the games lag very much that i cant even play 🤧sorrxy for baed english im thai.................,4
"For me it's so hard when it gets faster, & faster but me I get to leaderboard by playing it one year, & yest I only have 1.8M+ High Score I'm SurferLinyx",5
we need more features in it pleasssssse.,3
Nice 💛 game,5
this is the best game ive been playing this game since I was 7 it's sooo good,5
it's great,5
I hate the music,1
I like this game very much 😻,5
Worst game,1
good time pass subject,4
super without internet it is working so much happy 😊😊,5
you want to give us old experience,2
thrilling exciting,5
worst game ever nothing new inthis game I don't recommend it to play 90s game undeveloped,1
this is to much good game,5
this is so nice game,3
This is good game,5
nice and good game the game is good if you dont have wifi or moblie data,5
its a nice game espescially because we dont have to use wifi so we can play at anywhere anytime even in flight,5
The game is interesting and easy to play. it helps me get through stress and it is very enjoyable,5
"super game.but,i can't claim season hunt rewards in tier17 to 31 in same date",5
I like this game so much,5
the game is very fun and enjoyable l love it very much,5
ngl this game has developed good u got many good events but I got a request can to add more power ups,5
If we can play with friends online then I feel more excited to play this game more and more. Those friend that we added in game😀,5
this game is nice game,5
this game was a blast for me,5
"they updated my game and I lost 30 keys 100 hoverboards and all of my characters this is shameful. They wasted my time , efforts and hard work in this gameee I need my game backkkkkk I need everything backk that I gottttttttt I want them backk and if I didn't get back please update all the players game",1
It has everything it should have,5
very good game,5
great game no doubt but from past 4 weeks I m unable to add my top run achievement into season quests achievement. It's so frustrating not able to achieve full season quests. Please check this setting. please check this setting. please check this setting,4
"Although there were ads, the grapgics was amazing and there were no bugs.",5
Pretty Just Prettyyyy 😍 Love Everything It's A Classic!,5
My favourite game ❤️,5
good timepass patner🥰🥰,5
This is quite a fun game. It does get quite repetitive after a while. Downside is that after every round of game you play it gives you an ad regardless of if you chose revive or not. This can get quite frustrating. overall okay though.,2
It's a very good game,5
the new season character rn is so hard to get because ITS SO UNBALANCED...THERES GOOD PLAYERS AND BETTER PLAYERS AND BAD WORST MIXED IN ONE LOBBY AND ITS SO UNFAIR....,1
This game is very good and lovely 🌹,5
Nice game ❤️🥰,5
this game is time to time hard,3
very interesting and best for offline gaming,5
This is such an amazing game.It is so fun to play subway surfers.It can be played offline and there is no ad to make bore.🙈💓💜😘,5
hey sybo games I wanna say subway surfers is my og game i remember when I was 4 or 5 years old I loved playing subway surfers but now I can't play since you released subway surfers city and also my phone name is vivo y12 pls fox this,3
I love this game so much 🥳🤯🤯🧑‍💻👾,5
one oylf a kind experience,4
this is the game is not khatam hota hain,5
heavenly,5
the game is good nice to play and concentrate,5
"Seasonal quest 'win 1 gold medal or higher' has been broken for a while. Collecting gold or higher every week, but never get the reward.",1
"Didn't get Fresh portrait because finished Copenhagen one minute too late. And the last time that event dissappeared several hours before it should have, during the day, and not at 12 a m. Also whoever thought that backpacks or revivals granting backpacks in events that are completed only by collecting things on the ground is a great idea and not an annoying waste of time is not that smart. They should be disabled in this events like they are in mystery hurdles.",1
It's Aight,5
its very good game even it doesn't have wifi i can still play,5
it teaches us to chase our dreams i love it,5
one of the best games and also natalgic,5
"this game is amazing, a great time spender. i love how it gives a story to the gameplay and unique characters, and there's also representation! as someone who's LGBTQ+, when i saw pride flags in the new york map i almost screamed with joy. it's hard to get bored, there's so many things you can do like quests and event updates! ads aren't much of a problem, either. they don't really interfere with runs and are mostly optional.",5
I love it so much so can I get a free thing?,5
"it fun and nice but I don't want any spoiled kids shout and be very annoying if they lose so if you have a spoiled kid and you don't care if they are annoying this might be tha app but if you are the kid I got a message for kids ""you are a spoiled kiddo but if you be mad just breath in and out to calm down so please if this is annoying for you kids I'm sorry but not all of you are spoiled kids"" have fun and be safe cause I dots want anyone to be hurt or anything",4
this game 🎮 is tight 👍🏽 I can't stop 🛑 playing it,5
It fun :3,5
I request subway surfers to add multiple players online as soon as possible ☺️🤍,5
I play on my down time to burn some time. the game play is good I enjoying from time to time.,5
"Subway Surfers is a fun and addictive running game with smooth controls and colorful graphics. The gameplay is fast, exciting, and never gets boring thanks to new challenges and rewards.",5
Nice and fun game play it when I go on road trips really love this game.,5
all time favourite and loyal game 😎,5
This game is absolutely amazing and fun. I'd totally recommend it! I have a suggestion U should do. Can u make a surfer called spooky surfy on Halloween?,5
"so fun, kid friendly, awesome, and it doesn't make u watch adds, and no internet needed, this game is a 100/100",5
Touch and hold a clip to pin it. Unpinned clips will be deleted after 1 hour.,5
it is nice because it doesn't need wi-fi or data if am on trip I play it and on a trip there are no wi-fi,5
Our childhood game Such A wonderful game and Also A brilliant game 🥰,5
I love it love it I love it I just hate the adds mann,5
there is too many adds,4
the best game ever,5
"no character different abilities, we need more abilities of the characters",2
GR8 game I've been playing it since 2019 and never gets old😄,5
it is so fun,5
I like how the game is so grafic,5
wonderful amazing 😍 game 👏,3
bro I am a big fan of the game and it's devloper bro please accept my request. please add an event of Naruto and it's characters I love Naruto. Please 🙏🙏🙏 add in upcoming event please 🙏🙏🙏,5
nice game playing from childhood,5
this is the game I Love 💖 .the game is super good 😊,5
great love it,5
it's pretty fun I like this game,5
I loved it,5
"the game is fine but the problem is the old version didn't have sheep jumping around and a funny police costume,but overall it is Good.",5
Subway Surfers new game is alsome Show down,5
it is a great game but most character are to expensive and to much event,4
l think that this game is only for time pass,5
"Subway Surfers is a very fun and addictive endless runner game. The controls are smooth and easy to learn, and the graphics are bright and colorful. The game is enjoyable because of the different characters, hoverboards, and regular updates with new locations. It is perfect for passing time and relaxing. However, after playing for a long time, it can feel a bit repetitive and ads can sometimes interrupt the experience. Overall, it is a great casual game for all ages.",4
This game is wrost and bad,1
old s Gold !,5
amazing game for subuway surfers,5
amazing and fun characters,5
Nice game,5
"it's good The only thing is I'd say make it more like a rolacoster in the sens when you drive a car you turn and the camera and the car turn with it also why not change the tools for boosts, as you always have the same things for years now, I have plenty of ideas to give it a fresh look and a better gaming experience.",3
This game is always my favourite. And it is soooooo nice . Quality of game is also nice and good .I hope everyone find this helpful 🙏👍.,5
asks if I want to watch an ad for extra rewards. plays the ad either way.,1
it's an amazing game not too many adds graphics Brilliant . it's my favorite 😍 game . so many updates an challanges.,5
"I love this game, because it teaches how to write",5
"I'm having a lot of fun, thanks a lot Subway Surfers",5
I don't think I need to explain guys we all know about SubwaySurfers it's best😎,5
this game is fun i think this game is the best game ever,5
nice game can also play when offline and new features r there new character can also compete with other users or friends good for childrens n adult both oowsome game !!!!,4
honestly one of my favourite games 10/10,5
